Model,MSO2024,
Firmware Version,CF:91.1CT FV:v1.39,
,,
Waveform Type,ANALOG,ANALOG
Point Format,Y,Y
Horizontal Units,"s","s"
Horizontal Scale,0.002,0.002
Horizontal Delay,0.0181402,0.0181402
Sample Interval,1.6E-07,1.6E-07
Record Length,125000,125000
Gating,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,1X,1X
Vertical Units,"V","V"
Vertical Offset,11,-10.5
Vertical Scale,5,5
Vertical Position,0.44,-0.42
,,
,,
,,
Label,"",""
TIME,CH1,CH2
0.02215268,-0.2,0.1
0.02215284,-0.2,0.1
0.022153,-0.2,0.1
0.02215316,-0.2,0.1
0.02215332,-0.2,0.1
0.02215348,-0.2,0.1
0.02215364,-0.2,0.1
0.0221538,-0.2,0.1
0.02215396,-0.2,0.1
0.02215412,-0.2,0.1
0.02215428,-0.2,0.1
0.02215444,-0.2,0.1
0.0221546,-0.2,0.1
0.02215476,-0.2,0.1
0.02215492,-0.2,0.1
0.02215508,-0.2,0.1
0.02215524,-0.2,0.1
0.0221554,-0.2,0.1
0.02215556,-0.2,0.1
0.02215572,-0.2,0.1
0.02215588,-0.2,0.1
0.02215604,-0.2,0.1
0.0221562,-0.2,0.1
0.02215636,-0.2,0.1
0.02215652,-0.2,0.1
0.02215668,-0.2,0.1
0.02215684,-0.2,0.1
0.022157,-0.2,0.1
0.02215716,-0.2,0.1
0.02215732,-0.2,0.1
0.02215748,-0.2,0.1
0.02215764,-0.2,0.1
0.0221578,-0.2,0.1
0.02215796,-0.2,0.1
0.02215812,-0.2,0.1
0.02215828,-0.2,0.1
0.02215844,-0.2,0.1
0.0221586,-0.2,0.1
0.02215876,-0.2,0.1
0.02215892,-0.2,0.1
0.02215908,-0.2,0.1
0.02215924,-0.2,0.1
0.0221594,-0.2,0.1
0.02215956,-0.2,0.1
0.02215972,-0.2,0.1
0.02215988,-0.2,0.1
0.02216004,-0.2,0.1
0.0221602,-0.2,0.1
0.02216036,-0.2,0.1
0.02216052,-0.2,0.1
0.02216068,-0.2,0.1
0.02216084,-0.2,0.1
0.022161,-0.2,0.1
0.02216116,-0.2,0.1
0.02216132,-0.2,0.1
0.02216148,-0.2,0.1
0.02216164,-0.2,0.1
0.0221618,-0.2,0.1
0.02216196,-0.2,0.1
0.02216212,-0.2,0.1
0.02216228,-0.2,0.1
0.02216244,-0.2,0.1
0.0221626,-0.2,0.1
0.02216276,-0.2,0.1
0.02216292,-0.2,0.1
0.02216308,-0.2,0.1
0.02216324,-0.2,0.1
0.0221634,-0.2,0.1
0.02216356,-0.2,0.1
0.02216372,-0.2,0.1
0.02216388,-0.2,0.1
0.02216404,-0.2,0.1
0.0221642,-0.2,0.1
0.02216436,-0.2,0.1
0.02216452,-0.2,0.1
0.02216468,-0.2,0.1
0.02216484,-0.2,0.1
0.022165,-0.2,0.1
0.02216516,-0.2,0.1
0.02216532,-0.2,0.1
0.02216548,-0.2,0.1
0.02216564,-0.2,0.1
0.0221658,-0.2,0.1
0.02216596,-0.2,0.1
0.02216612,-0.2,0.1
0.02216628,-0.2,0.1
0.02216644,-0.2,0.1
0.0221666,-0.2,0.1
0.02216676,-0.2,0.1
0.02216692,-0.2,0.1
0.02216708,-0.2,0.1
0.02216724,-0.2,0.1
0.0221674,-0.2,0.1
0.02216756,-0.2,0.1
0.02216772,-0.2,0.1
0.02216788,-0.2,0.1
0.02216804,-0.2,0.1
0.0221682,-0.2,0.1
0.02216836,-0.2,0.1
0.02216852,-0.2,0.1
0.02216868,-0.2,0.1
0.02216884,-0.2,0.1
0.022169,-0.2,0.1
0.02216916,-0.2,0.1
0.02216932,-0.2,0.1
0.02216948,-0.2,0.1
0.02216964,-0.2,0.1
0.0221698,-0.2,0.1
0.02216996,-0.2,0.1
0.02217012,-0.2,0.1
0.02217028,-0.2,0.1
0.02217044,-0.2,0.1
0.0221706,-0.2,0.1
0.02217076,-0.2,0.1
0.02217092,-0.2,0.1
0.02217108,-0.2,0.1
0.02217124,-0.2,0.1
0.0221714,-0.2,0.1
0.02217156,-0.2,0.1
0.02217172,-0.2,0.1
0.02217188,-0.2,0.1
0.02217204,-0.2,0.1
0.0221722,-0.2,0.1
0.02217236,-0.2,0.1
0.02217252,-0.2,0.1
0.02217268,-0.2,0.1
0.02217284,-0.2,0.1
0.022173,-0.2,0.1
0.02217316,-0.2,0.1
0.02217332,-0.2,0.1
0.02217348,-0.2,0.1
0.02217364,-0.2,0.1
0.0221738,-0.2,0.1
0.02217396,-0.2,0.1
0.02217412,-0.2,0.1
0.02217428,-0.2,0.1
0.02217444,-0.2,0.1
0.0221746,-0.2,0.1
0.02217476,-0.2,0.1
0.02217492,-0.2,0.1
0.02217508,-0.2,0.1
0.02217524,-0.2,0.1
0.0221754,-0.2,0.1
0.02217556,-0.2,0.1
0.02217572,-0.2,0.1
0.02217588,-0.2,0.1
0.02217604,-0.2,0.1
0.0221762,-0.2,0.1
0.02217636,-0.2,0.1
0.02217652,-0.2,0.1
0.02217668,-0.2,0.1
0.02217684,-0.2,0.1
0.022177,-0.2,0.1
0.02217716,-0.2,0.1
0.02217732,-0.2,0.1
0.02217748,-0.2,0.1
0.02217764,-0.2,0.1
0.0221778,-0.2,0.1
0.02217796,-0.2,0.1
0.02217812,-0.2,0.1
0.02217828,-0.2,0.1
0.02217844,-0.2,0.1
0.0221786,-0.2,0.1
0.02217876,-0.2,0.1
0.02217892,-0.2,0.1
0.02217908,-0.2,0.1
0.02217924,-0.2,0.1
0.0221794,-0.2,0.1
0.02217956,-0.2,0.1
0.02217972,-0.2,0.1
0.02217988,-0.2,0.1
0.02218004,-0.2,0.1
0.0221802,-0.2,0.1
0.02218036,-0.2,0.1
0.02218052,-0.2,0.1
0.02218068,-0.2,0.1
0.02218084,-0.2,0.1
0.022181,-0.2,0.1
0.02218116,-0.2,0.1
0.02218132,-0.2,0.1
0.02218148,-0.2,0.1
0.02218164,-0.2,0.1
0.0221818,-0.2,0.1
0.02218196,-0.2,0.1
0.02218212,-0.2,0.1
0.02218228,-0.2,0.1
0.02218244,-0.2,0.1
0.0221826,-0.2,0.1
0.02218276,-0.2,0.1
0.02218292,-0.2,0.1
0.02218308,-0.2,0.1
0.02218324,-0.2,0.1
0.0221834,-0.2,0.1
0.02218356,-0.2,0.1
0.02218372,-0.2,0.1
0.02218388,-0.2,0.1
0.02218404,-0.2,0.1
0.0221842,-0.2,0.1
0.02218436,-0.2,0.1
0.02218452,-0.2,0.1
0.02218468,-0.2,0.1
0.02218484,-0.2,0.1
0.022185,-0.2,0.1
0.02218516,-0.2,0.1
0.02218532,-0.2,0.1
0.02218548,-0.2,0.1
0.02218564,-0.2,0.1
0.0221858,-0.2,0.1
0.02218596,-0.2,0.1
0.02218612,-0.2,0.1
0.02218628,-0.2,0.1
0.02218644,-0.2,0.1
0.0221866,-0.2,0.1
0.02218676,-0.2,0.1
0.02218692,-0.2,0.1
0.02218708,-0.2,0.1
0.02218724,-0.2,0.1
0.0221874,-0.2,0.1
0.02218756,-0.2,0.1
0.02218772,-0.2,0.1
0.02218788,-0.2,0.1
0.02218804,-0.2,0.1
0.0221882,-0.2,0.1
0.02218836,-0.2,0.1
0.02218852,-0.2,0.1
0.02218868,-0.2,0.1
0.02218884,-0.2,0.1
0.022189,-0.2,0.1
0.02218916,-0.2,0.1
0.02218932,-0.2,0.1
0.02218948,-0.2,0.1
0.02218964,-0.2,0.1
0.0221898,-0.2,0.1
0.02218996,-0.2,0.1
0.02219012,-0.2,0.1
0.02219028,-0.2,0.1
0.02219044,-0.2,0.1
0.0221906,-0.2,0.1
0.02219076,-0.2,0.1
0.02219092,-0.2,0.1
0.02219108,-0.2,0.1
0.02219124,-0.2,0.1
0.0221914,-0.2,0.1
0.02219156,-0.2,0.1
0.02219172,-0.2,0.1
0.02219188,-0.2,0.1
0.02219204,-0.2,0.1
0.0221922,-0.2,0.1
0.02219236,-0.2,0.1
0.02219252,-0.2,0.1
0.02219268,-0.2,0.1
0.02219284,-0.2,0.1
0.022193,-0.2,0.1
0.02219316,-0.2,0.1
0.02219332,-0.2,0.1
0.02219348,-0.2,0.1
0.02219364,-0.2,0.1
0.0221938,-0.2,0.1
0.02219396,-0.2,0.1
0.02219412,-0.2,0.1
0.02219428,-0.2,0.1
0.02219444,-0.2,0.1
0.0221946,-0.2,0.1
0.02219476,-0.2,0.1
0.02219492,-0.2,0.1
0.02219508,-0.2,0.1
0.02219524,-0.2,0.1
0.0221954,-0.2,0.1
0.02219556,-0.2,0.1
0.02219572,-0.2,0.1
0.02219588,-0.2,0.1
0.02219604,-0.2,0.1
0.0221962,-0.2,0.1
0.02219636,-0.2,0.1
0.02219652,-0.2,0.1
0.02219668,-0.2,0.1
0.02219684,-0.2,0.1
0.022197,-0.2,0.1
0.02219716,-0.2,0.1
0.02219732,-0.2,0.1
0.02219748,-0.2,0.1
0.02219764,-0.2,0.1
0.0221978,-0.2,0.1
0.02219796,-0.2,0.1
0.02219812,-0.2,0.1
0.02219828,-0.2,0.1
0.02219844,-0.2,0.1
0.0221986,-0.2,0.1
0.02219876,-0.2,0.1
0.02219892,-0.2,0.1
0.02219908,-0.2,0.1
0.02219924,-0.2,0.1
0.0221994,-0.2,0.1
0.02219956,-0.2,0.1
0.02219972,-0.2,0.1
0.02219988,-0.2,0.1
0.02220004,-0.2,0.1
0.0222002,-0.2,0.1
0.02220036,-0.2,0.1
0.02220052,-0.2,0.1
0.02220068,-0.2,0.1
0.02220084,-0.2,0.1
0.022201,-0.2,0.1
0.02220116,-0.2,0.1
0.02220132,-0.2,0.1
0.02220148,-0.2,0.1
0.02220164,-0.2,0.1
0.0222018,-0.2,0.1
0.02220196,-0.2,0.1
0.02220212,-0.2,0.1
0.02220228,-0.2,0.1
0.02220244,-0.2,0.1
0.0222026,-0.2,0.1
0.02220276,-0.2,0.1
0.02220292,-0.2,0.1
0.02220308,-0.2,0.1
0.02220324,-0.2,0.1
0.0222034,-0.2,0.1
0.02220356,-0.2,0.1
0.02220372,-0.2,0.1
0.02220388,-0.2,0.1
0.02220404,-0.2,0.1
0.0222042,-0.2,0.1
0.02220436,-0.2,0.1
0.02220452,-0.2,0.1
0.02220468,-0.2,0.1
0.02220484,-0.2,0.1
0.022205,-0.2,0.1
0.02220516,-0.2,0.1
0.02220532,-0.2,0.1
0.02220548,-0.2,0.1
0.02220564,-0.2,0.1
0.0222058,-0.2,0.1
0.02220596,-0.2,0.1
0.02220612,-0.2,0.1
0.02220628,-0.2,0.1
0.02220644,-0.2,0.1
0.0222066,-0.2,0.1
0.02220676,-0.2,0.1
0.02220692,-0.2,0.1
0.02220708,-0.2,0.1
0.02220724,-0.2,0.1
0.0222074,-0.2,0.1
0.02220756,-0.2,0.1
0.02220772,-0.2,0.1
0.02220788,-0.2,0.1
0.02220804,-0.2,0.1
0.0222082,-0.2,0.1
0.02220836,-0.2,0.1
0.02220852,-0.2,0.1
0.02220868,-0.2,0.1
0.02220884,-0.2,0.1
0.022209,-0.2,0.1
0.02220916,-0.2,0.1
0.02220932,-0.2,0.1
0.02220948,-0.2,0.1
0.02220964,-0.2,0.1
0.0222098,-0.2,0.1
0.02220996,-0.2,0.1
0.02221012,-0.2,0.1
0.02221028,-0.2,0.1
0.02221044,-0.2,0.1
0.0222106,-0.2,0.1
0.02221076,-0.2,0.1
0.02221092,-0.2,0.1
0.02221108,-0.2,0.1
0.02221124,-0.2,0.1
0.0222114,-0.2,0.1
0.02221156,-0.2,0.1
0.02221172,-0.2,0.1
0.02221188,-0.2,0.1
0.02221204,-0.2,0.1
0.0222122,-0.2,0.1
0.02221236,-0.2,0.1
0.02221252,-0.2,0.1
0.02221268,-0.2,0.1
0.02221284,-0.2,0.1
0.022213,-0.2,0.1
0.02221316,-0.2,0.1
0.02221332,-0.2,0.1
0.02221348,-0.2,0.1
0.02221364,-0.2,0.1
0.0222138,-0.2,0.1
0.02221396,-0.2,0.1
0.02221412,-0.2,0.1
0.02221428,-0.2,0.1
0.02221444,-0.2,0.1
0.0222146,-0.2,0.1
0.02221476,-0.2,0.1
0.02221492,-0.2,0.1
0.02221508,-0.2,0.1
0.02221524,-0.2,0.1
0.0222154,-0.2,0.1
0.02221556,-0.2,0.1
0.02221572,-0.2,0.1
0.02221588,-0.2,0.1
0.02221604,-0.2,0.1
0.0222162,-0.2,0.1
0.02221636,-0.2,0.1
0.02221652,-0.2,0.1
0.02221668,-0.2,0.1
0.02221684,-0.2,0.1
0.022217,-0.2,0.1
0.02221716,-0.2,0.1
0.02221732,-0.2,0.1
0.02221748,-0.2,0.1
0.02221764,-0.2,0.1
0.0222178,-0.2,0.1
0.02221796,-0.2,0.1
0.02221812,-0.2,0.1
0.02221828,-0.2,0.1
0.02221844,-0.2,0.1
0.0222186,-0.2,0.1
0.02221876,-0.2,0.1
0.02221892,-0.2,0.1
0.02221908,-0.2,0.1
0.02221924,-0.2,0.1
0.0222194,-0.2,0.1
0.02221956,-0.2,0.1
0.02221972,-0.2,0.1
0.02221988,-0.2,0.1
0.02222004,-0.2,0.1
0.0222202,-0.2,0.1
0.02222036,-0.2,0.1
0.02222052,-0.2,0.1
0.02222068,-0.2,0.1
0.02222084,-0.2,0.1
0.022221,-0.2,0.1
0.02222116,-0.2,0.1
0.02222132,-0.2,0.1
0.02222148,-0.2,0.1
0.02222164,-0.2,0.1
0.0222218,-0.2,0.1
0.02222196,-0.2,0.1
0.02222212,-0.2,0.1
0.02222228,-0.2,0.1
0.02222244,-0.2,0.1
0.0222226,-0.2,0.1
0.02222276,-0.2,0.1
0.02222292,-0.2,0.1
0.02222308,-0.2,0.1
0.02222324,-0.2,0.1
0.0222234,-0.2,0.1
0.02222356,-0.2,0.1
0.02222372,-0.2,0.1
0.02222388,-0.2,0.1
0.02222404,-0.2,0.1
0.0222242,-0.2,0.1
0.02222436,-0.2,0.1
0.02222452,-0.2,0.1
0.02222468,-0.2,0.1
0.02222484,-0.2,0.1
0.022225,-0.2,0.1
0.02222516,-0.2,0.1
0.02222532,-0.2,0.1
0.02222548,-0.2,0.1
0.02222564,-0.2,0.1
0.0222258,-0.2,0.1
0.02222596,-0.2,0.1
0.02222612,-0.2,0.1
0.02222628,-0.2,0.1
0.02222644,-0.2,0.1
0.0222266,-0.2,0.1
0.02222676,-0.2,0.1
0.02222692,-0.2,0.1
0.02222708,-0.2,0.1
0.02222724,-0.2,0.1
0.0222274,-0.2,0.1
0.02222756,-0.2,0.1
0.02222772,-0.2,0.1
0.02222788,-0.2,0.1
0.02222804,-0.2,0.1
0.0222282,-0.2,0.1
0.02222836,-0.2,0.1
0.02222852,-0.2,0.1
0.02222868,-0.2,0.1
0.02222884,-0.2,0.1
0.022229,-0.2,0.1
0.02222916,-0.2,0.1
0.02222932,-0.2,0.1
0.02222948,-0.2,0.1
0.02222964,-0.2,0.1
0.0222298,-0.2,0.1
0.02222996,-0.2,0.1
0.02223012,-0.2,0.1
0.02223028,-0.2,0.1
0.02223044,-0.2,0.1
0.0222306,-0.2,0.1
0.02223076,-0.2,0.1
0.02223092,-0.2,0.1
0.02223108,-0.2,0.1
0.02223124,-0.2,0.1
0.0222314,-0.2,0.1
0.02223156,-0.2,0.1
0.02223172,-0.2,0.1
0.02223188,-0.2,0.1
0.02223204,-0.2,0.1
0.0222322,-0.2,0.1
0.02223236,-0.2,0.1
0.02223252,-0.2,0.1
0.02223268,-0.2,0.1
0.02223284,-0.2,0.1
0.022233,-0.2,0.1
0.02223316,-0.2,0.1
0.02223332,-0.2,0.1
0.02223348,-0.2,0.1
0.02223364,-0.2,0.1
0.0222338,-0.2,0.1
0.02223396,-0.2,0.1
0.02223412,-0.2,0.1
0.02223428,-0.2,0.1
0.02223444,-0.2,0.1
0.0222346,-0.2,0.1
0.02223476,-0.2,0.1
0.02223492,-0.2,0.1
0.02223508,-0.2,0.1
0.02223524,-0.2,0.1
0.0222354,-0.2,0.1
0.02223556,-0.2,0.1
0.02223572,-0.2,0.1
0.02223588,-0.2,0.1
0.02223604,-0.2,0.1
0.0222362,-0.2,0.1
0.02223636,-0.2,0.1
0.02223652,-0.2,0.1
0.02223668,-0.2,0.1
0.02223684,-0.2,0.1
0.022237,-0.2,0.1
0.02223716,-0.2,0.1
0.02223732,-0.2,0.1
0.02223748,-0.2,0.1
0.02223764,-0.2,0.1
0.0222378,-0.2,0.1
0.02223796,-0.2,0.1
0.02223812,-0.2,0.1
0.02223828,-0.2,0.1
0.02223844,-0.2,0.1
0.0222386,-0.2,0.1
0.02223876,-0.2,0.1
0.02223892,-0.2,0.1
0.02223908,-0.2,0.1
0.02223924,-0.2,0.1
0.0222394,-0.2,0.1
0.02223956,-0.2,0.1
0.02223972,-0.2,0.1
0.02223988,-0.2,0.1
0.02224004,-0.2,0.1
0.0222402,-0.2,0.1
0.02224036,-0.2,0.1
0.02224052,-0.2,0.1
0.02224068,-0.2,0.1
0.02224084,-0.2,0.1
0.022241,-0.2,0.1
0.02224116,-0.2,0.1
0.02224132,-0.2,0.1
0.02224148,-0.2,0.1
0.02224164,-0.2,0.1
0.0222418,-0.2,0.1
0.02224196,-0.2,0.1
0.02224212,-0.2,0.1
0.02224228,-0.2,0.1
0.02224244,-0.2,0.1
0.0222426,-0.2,0.1
0.02224276,-0.2,0.1
0.02224292,-0.2,0.1
0.02224308,-0.2,0.1
0.02224324,-0.2,0.1
0.0222434,-0.2,0.1
0.02224356,-0.2,0.1
0.02224372,-0.2,0.1
0.02224388,0,0.1
0.02224404,0,0.1
0.0222442,0,0.1
0.02224436,-0.2,0.1
0.02224452,-0.2,0.1
0.02224468,0,0.1
0.02224484,0,0.1
0.022245,0,0.1
0.02224516,0,0.1
0.02224532,0,0.1
0.02224548,-0.2,0.1
0.02224564,-0.2,0.1
0.0222458,-0.2,0.1
0.02224596,-0.2,0.1
0.02224612,-0.2,0.1
0.02224628,-0.2,0.1
0.02224644,0,0.1
0.0222466,0,0.1
0.02224676,0,0.1
0.02224692,-0.2,0.1
0.02224708,0,0.1
0.02224724,0,0.1
0.0222474,0,0.1
0.02224756,0,0.1
0.02224772,0,0.1
0.02224788,-0.2,0.1
0.02224804,0,0.1
0.0222482,0,0.1
0.02224836,0,0.1
0.02224852,0,0.1
0.02224868,0,0.1
0.02224884,0,0.1
0.022249,0,0.1
0.02224916,0,0.1
0.02224932,0,0.1
0.02224948,0,0.1
0.02224964,0,0.1
0.0222498,0,0.1
0.02224996,0,0.1
0.02225012,0,0.1
0.02225028,0,0.1
0.02225044,0,0.1
0.0222506,0,0.1
0.02225076,0,0.1
0.02225092,0,0.1
0.02225108,0,0.1
0.02225124,0,0.1
0.0222514,0,0.1
0.02225156,0,0.1
0.02225172,0,0.1
0.02225188,0,0.1
0.02225204,0,0.1
0.0222522,0,0.1
0.02225236,0,0.1
0.02225252,0,0.1
0.02225268,0,0.1
0.02225284,0,0.1
0.022253,0,0.1
0.02225316,0,0.1
0.02225332,0,0.1
0.02225348,0,0.1
0.02225364,0,0.1
0.0222538,0,0.1
0.02225396,0,0.1
0.02225412,0,0.1
0.02225428,0,0.1
0.02225444,0,0.1
0.0222546,0,0.1
0.02225476,0,0.1
0.02225492,0,0.1
0.02225508,0,0.1
0.02225524,0,0.1
0.0222554,0,0.1
0.02225556,0,0.1
0.02225572,0,0.1
0.02225588,0,0.1
0.02225604,0,0.1
0.0222562,0,0.1
0.02225636,0,0.1
0.02225652,0,0.1
0.02225668,0,0.1
0.02225684,0,0.1
0.022257,0,0.1
0.02225716,0,0.1
0.02225732,0,0.1
0.02225748,0,0.1
0.02225764,0,0.1
0.0222578,0,0.1
0.02225796,0,0.1
0.02225812,0,0.1
0.02225828,0,0.1
0.02225844,0,0.1
0.0222586,0,0.1
0.02225876,0,0.1
0.02225892,0,0.1
0.02225908,0,0.1
0.02225924,0,0.1
0.0222594,0,0.1
0.02225956,0,0.1
0.02225972,0,0.1
0.02225988,0,0.1
0.02226004,0,0.1
0.0222602,0,0.1
0.02226036,0,0.1
0.02226052,0,0.1
0.02226068,0,0.1
0.02226084,0,0.1
0.022261,0,0.1
0.02226116,0,-0.1
0.02226132,0,0.1
0.02226148,0,0.1
0.02226164,0,0.1
0.0222618,0,0.1
0.02226196,0,0.1
0.02226212,0,0.1
0.02226228,0,0.1
0.02226244,0,0.1
0.0222626,0,0.1
0.02226276,0,0.1
0.02226292,0,0.1
0.02226308,0,0.1
0.02226324,0,0.1
0.0222634,0,0.1
0.02226356,0,0.1
0.02226372,0,0.1
0.02226388,0,0.1
0.02226404,0,0.1
0.0222642,0,0.1
0.02226436,0,0.1
0.02226452,0,0.1
0.02226468,0,0.1
0.02226484,0,0.1
0.022265,0,0.1
0.02226516,0,0.1
0.02226532,0,0.1
0.02226548,0,0.1
0.02226564,0,0.1
0.0222658,0,0.1
0.02226596,0,-0.1
0.02226612,0,0.1
0.02226628,0,0.1
0.02226644,0,0.1
0.0222666,0,0.1
0.02226676,0,0.1
0.02226692,0,0.1
0.02226708,0,0.1
0.02226724,0,0.1
0.0222674,0,0.1
0.02226756,0,-0.1
0.02226772,0,-0.1
0.02226788,0,-0.1
0.02226804,0,-0.1
0.0222682,0,-0.1
0.02226836,0,-0.1
0.02226852,0,-0.1
0.02226868,0,-0.1
0.02226884,0,-0.1
0.022269,0,-0.1
0.02226916,0,-0.1
0.02226932,0,-0.1
0.02226948,0,-0.1
0.02226964,0,-0.1
0.0222698,0,-0.1
0.02226996,0,-0.1
0.02227012,0,-0.1
0.02227028,0,-0.1
0.02227044,0,-0.1
0.0222706,0,-0.1
0.02227076,0,-0.1
0.02227092,0,-0.1
0.02227108,0,-0.1
0.02227124,0,-0.1
0.0222714,0,-0.1
0.02227156,0,-0.1
0.02227172,0,-0.1
0.02227188,0,-0.1
0.02227204,0,-0.1
0.0222722,0,-0.1
0.02227236,0,-0.1
0.02227252,0,-0.1
0.02227268,0,-0.1
0.02227284,0,-0.1
0.022273,0,-0.1
0.02227316,0,-0.1
0.02227332,0,-0.1
0.02227348,0,-0.1
0.02227364,0,-0.1
0.0222738,0,-0.1
0.02227396,0,-0.1
0.02227412,0,-0.1
0.02227428,0,-0.1
0.02227444,0,-0.1
0.0222746,0,-0.1
0.02227476,0,-0.1
0.02227492,0,-0.1
0.02227508,0,-0.1
0.02227524,0,-0.1
0.0222754,0,-0.1
0.02227556,0,-0.1
0.02227572,0,-0.1
0.02227588,0,-0.1
0.02227604,0,-0.1
0.0222762,0,-0.1
0.02227636,0,-0.1
0.02227652,0,-0.1
0.02227668,0,-0.1
0.02227684,0,-0.1
0.022277,0,-0.1
0.02227716,0,-0.1
0.02227732,0,-0.1
0.02227748,0,-0.1
0.02227764,0,-0.1
0.0222778,0,-0.1
0.02227796,0,-0.1
0.02227812,0,-0.1
0.02227828,0,-0.1
0.02227844,0,-0.1
0.0222786,0,-0.1
0.02227876,0,-0.1
0.02227892,0,-0.1
0.02227908,0,-0.1
0.02227924,0,-0.1
0.0222794,0,-0.1
0.02227956,0,-0.1
0.02227972,0,-0.1
0.02227988,0,-0.1
0.02228004,0,-0.1
0.0222802,0,-0.1
0.02228036,0,-0.1
0.02228052,0,-0.1
0.02228068,0,-0.1
0.02228084,0,-0.1
0.022281,0,-0.1
0.02228116,0,-0.1
0.02228132,0,-0.1
0.02228148,0,-0.1
0.02228164,0,-0.1
0.0222818,0,-0.1
0.02228196,0,-0.1
0.02228212,0,-0.1
0.02228228,0,-0.1
0.02228244,0,-0.1
0.0222826,0,-0.1
0.02228276,0,-0.1
0.02228292,0,-0.1
0.02228308,0,-0.1
0.02228324,0,-0.1
0.0222834,0,-0.1
0.02228356,0,-0.1
0.02228372,0,-0.1
0.02228388,0,-0.1
0.02228404,0,-0.1
0.0222842,0,-0.1
0.02228436,0,-0.1
0.02228452,0,-0.1
0.02228468,0,-0.1
0.02228484,0,-0.1
0.022285,0,-0.1
0.02228516,0,-0.1
0.02228532,0,-0.1
0.02228548,0,-0.1
0.02228564,0,-0.1
0.0222858,0,-0.1
0.02228596,0,-0.1
0.02228612,0,-0.1
0.02228628,0,-0.1
0.02228644,0,-0.1
0.0222866,0,-0.1
0.02228676,0,-0.1
0.02228692,0,-0.1
0.02228708,0,-0.1
0.02228724,0,-0.1
0.0222874,0,-0.1
0.02228756,0,-0.1
0.02228772,0,-0.1
0.02228788,0,-0.1
0.02228804,0,-0.1
0.0222882,0,-0.1
0.02228836,0,-0.1
0.02228852,0,-0.1
0.02228868,0,-0.1
0.02228884,0,-0.1
0.022289,0,-0.1
0.02228916,0,-0.1
0.02228932,0,-0.1
0.02228948,0,-0.1
0.02228964,0,-0.1
0.0222898,0,-0.1
0.02228996,0,-0.1
0.02229012,0,-0.1
0.02229028,0,-0.1
0.02229044,0,-0.1
0.0222906,0,-0.1
0.02229076,0,-0.1
0.02229092,0,-0.1
0.02229108,0,-0.1
0.02229124,0,-0.1
0.0222914,0,-0.1
0.02229156,0,-0.1
0.02229172,0,-0.1
0.02229188,0,-0.1
0.02229204,0,-0.1
0.0222922,0,-0.1
0.02229236,0,-0.1
0.02229252,0,-0.1
0.02229268,0,-0.1
0.02229284,0,-0.1
0.022293,0,-0.1
0.02229316,0,-0.1
0.02229332,0,-0.1
0.02229348,0,-0.1
0.02229364,0,-0.1
0.0222938,0,-0.1
0.02229396,0,-0.1
0.02229412,0,-0.1
0.02229428,0,-0.1
0.02229444,0,-0.1
0.0222946,0,-0.1
0.02229476,0,-0.1
0.02229492,0,-0.1
0.02229508,0,-0.1
0.02229524,0,-0.1
0.0222954,0,-0.1
0.02229556,0,-0.1
0.02229572,0,-0.1
0.02229588,0,-0.1
0.02229604,0,-0.1
0.0222962,0,-0.1
0.02229636,0,-0.1
0.02229652,0,-0.1
0.02229668,0,-0.1
0.02229684,0,-0.1
0.022297,0,-0.1
0.02229716,0,-0.1
0.02229732,0,-0.1
0.02229748,0,-0.1
0.02229764,0,-0.1
0.0222978,0,0.1
0.02229796,0,-0.1
0.02229812,0,-0.1
0.02229828,0,-0.1
0.02229844,0,-0.1
0.0222986,0,-0.1
0.02229876,0,0.1
0.02229892,0,-0.1
0.02229908,0,-0.1
0.02229924,0,-0.1
0.0222994,0,-0.1
0.02229956,0,-0.1
0.02229972,0,-0.1
0.02229988,0,-0.1
0.02230004,0,-0.1
0.0223002,0,-0.1
0.02230036,0,-0.1
0.02230052,0,0.1
0.02230068,0,-0.1
0.02230084,0,-0.1
0.022301,0,-0.1
0.02230116,0,-0.1
0.02230132,0,-0.1
0.02230148,0,0.1
0.02230164,0,0.1
0.0223018,0,-0.1
0.02230196,0,-0.1
0.02230212,0,-0.1
0.02230228,0,-0.1
0.02230244,0,-0.1
0.0223026,0,-0.1
0.02230276,0,-0.1
0.02230292,0,-0.1
0.02230308,0,-0.1
0.02230324,0,-0.1
0.0223034,0,-0.1
0.02230356,0,-0.1
0.02230372,0,-0.1
0.02230388,0,-0.1
0.02230404,0,-0.1
0.0223042,0,-0.1
0.02230436,0,-0.1
0.02230452,0,-0.1
0.02230468,0,-0.1
0.02230484,0,-0.1
0.022305,0,-0.1
0.02230516,0,-0.1
0.02230532,0,-0.1
0.02230548,0,-0.1
0.02230564,0,-0.1
0.0223058,0,-0.1
0.02230596,0,-0.1
0.02230612,0,-0.1
0.02230628,0,-0.1
0.02230644,0,-0.1
0.0223066,0,-0.1
0.02230676,0,-0.1
0.02230692,0,-0.1
0.02230708,0,-0.1
0.02230724,0,-0.1
0.0223074,0,-0.1
0.02230756,0,-0.1
0.02230772,0,-0.1
0.02230788,0,-0.1
0.02230804,0,-0.1
0.0223082,0,-0.1
0.02230836,0,0.1
0.02230852,0,-0.1
0.02230868,0,-0.1
0.02230884,0,0.1
0.022309,0,0.1
0.02230916,0,-0.1
0.02230932,0,-0.1
